DZ,Dzname,SIMD_Overall.Rank,SIMD_Income.Rank,SIMD_Employment.Rank,SIMD_Health.Rank,SIMD_Crime.Count,SIMD_Crime.Rank,Population,Working.Age.Population,University.Qual,Lacode,Laname,SPCcode,SPCname,Postcode
S01010158,"Cranhill, Lightburn and Queenslie South - 0",1156,969,1154,861,53,797,953,596,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3QA
S01010159,"Cranhill, Lightburn and Queenslie South - 0",676,548.5,393,600,35,1069,724,428,0.11,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 0BP
S01010160,"Cranhill, Lightburn and Queenslie South - 0",128,326,78,143,61,183,583,441,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3JE
S01010161,"Cranhill, Lightburn and Queenslie South - 0",1676,2272,1668,1383,50,361.5,620,472,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3LQ
S01010162,"Cranhill, Lightburn and Queenslie South - 0",104,16,106,1187,37,1462,911,475,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3NR
S01010163,"Cranhill, Lightburn and Queenslie South - 0",66,160,87,21,46,560,688,473,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3HR
S01010164,"Cranhill, Lightburn and Queenslie South - 0",648,499,790,401,29,1928,867,517,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 0AE
S01010165,Craigend and Ruchazie - 01,156,225,198,184,47,448,633,405,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3JX
S01010166,Craigend and Ruchazie - 02,1488,1591,1928,1106,23,3292,1114,700,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 5EX
S01010167,Craigend and Ruchazie - 03,164,155,188,247,21,2587,804,418,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 5QA
S01010168,Craigend and Ruchazie - 04,1196,779,1380,1417,13,2572,495,318,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3TT
S01010169,Craigend and Ruchazie - 05,381,409,631,491,40,1078,831,546,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3SJ
S01010170,Craigend and Ruchazie - 06,408,534,629,329,31,634,499,314,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 5QB
S01010171,Craigend and Ruchazie - 07,155,263,228,189,64,849,1181,771,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 5AA
S01010172,Riddrie and Hogganfield - 01,462,289,311,446,13,3567,691,430,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2DL
S01010173,Riddrie and Hogganfield - 02,1943,1950.5,1874,1789,22,2342,764,479,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2AU
S01010174,Riddrie and Hogganfield - 03,2279,4741,4313,2930,108,299,1248,1030,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2BB
S01010175,Riddrie and Hogganfield - 04,1015,1061,842,1492,31,737,536,329,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2RZ
S01010176,Riddrie and Hogganfield - 05,1866,1630,2035,1589,22,2278,749,459,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2AB
S01010177,Riddrie and Hogganfield - 06,98,34,151,298,31,1239,693,430,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3TA
S01010178,Riddrie and Hogganfield - 07,225,189,522.5,270,86,364,1067,668,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3RG
S01010179,Blackhill and Barmulloch East - 01,116,228,195,57,25,2162,815,527,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1AU
S01010180,Blackhill and Barmulloch East - 02,2399,2680,2804,2094,29,1669,784,496,0.11,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1LH
S01010181,Blackhill and Barmulloch East - 03,161,161,246,55,25,1251,563,352,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1EP
S01010182,Blackhill and Barmulloch East - 04,3786,3920,3543,3184,13,3554,688,465,0.10,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1QE
S01010183,Blackhill and Barmulloch East - 05,416,406,390,340,22,1091,460,274,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1EB
S01010184,Blackhill and Barmulloch East - 06,745,587,827.5,851,15,2646,585,357,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1HW
S01010185,Blackhill and Barmulloch East - 07,540,384,897,675,35,1057,718,447,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3ER
S01010186,Robroyston and Millerston - 01,4631,4888.5,4681,3542,5,5510,620,432,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1BJ
S01010187,Robroyston and Millerston - 02,3348,4055,3321,2622,3,6075,554,414,0.10,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 6PH
S01010188,Robroyston and Millerston - 03,3324,4120,3910.5,2424,36,899,685,492,0.14,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1BN
S01010189,Robroyston and Millerston - 04,5792,5556,6061,5671,17,3929,1033,747,0.11,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1SG
S01010190,Robroyston and Millerston - 05,6117,6025,5726,6525,13,4284,908,682,0.19,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1TD
S01010191,Robroyston and Millerston - 06,4327,3969,4097,4860,11,3994,685,478,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1RQ
S01010192,Robroyston and Millerston - 07,5606,5067,5927,5353,22,2535,827,576,0.14,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3PJ
S01010193,Robroyston and Millerston - 08,4514,4391,4556,3499,17,3000,750,449,0.16,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 1QT
S01010194,Balornock - 01,1341,1667,951,692,7,4897,626,400,0.08,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3JU
S01010195,Balornock - 02,1508,1329,1465,1042,4,5589,519,358,0.09,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3NB
S01010196,Balornock - 03,855,831,1001,504,22,1943,661,416,0.10,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3SQ
S01010197,Balornock - 04,550,581,801,260,27,1113,569,377,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3RU
S01010198,Balornock - 05,315,571,434,104,90,277,1019,637,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3QS
S01010199,Barmulloch - 01,711,795.5,578,516,14,3472,720,493,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3EN
S01010200,Barmulloch - 02,1382,975,1982,1022,16,2825,658,385,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3JR
S01010201,Barmulloch - 03,2349,2422,2686,2005,17,2536,640,391,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3JX
S01010202,Barmulloch - 04,117,173,172,265,75,415,980,634,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G21 3BZ
S01010203,Petershill - 01,4968,5037,4723.5,4455,7,5452,843,633,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4EJ
S01010204,Petershill - 02,170,139,206,264,21,2638,817,530,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4NP
S01010205,Petershill - 03,337,658,333,93,21,2006,647,433,0.04,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4NE
S01010206,Petershill - 04,4169,6970.5,6974,3436,NA,6928,0,0,,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,#N/A
S01010207,Petershill - 05,14,3,11,42,36,109,288,165,0.08,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4LQ
S01010208,Petershill - 06,1484,2167,1563,649,52,885,977,750,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4BF
S01010209,Springburn - 01,138,257.5,85,131,146,82,980,648,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 3SZ
S01010210,Springburn - 02,1688,1780.5,1495,871,17,3234,808,534,0.09,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 3UE
S01010211,Springburn - 03,378,335,352,335,41,1047,838,526,0.09,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4XG
S01010212,Springburn - 04,87,116,56,85,156,59,946,639,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1BU
S01010213,Springburn - 05,1016,884,1245,392,24,2567.5,912,573,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 4YG
S01010214,Springburn East and Cowlairs - 01,3500,3406,3529,3297,27,2276,919,601,0.16,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1XQ
S01010215,Springburn East and Cowlairs - 02,229,164,264,279,94,250,1015,651,0.04,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1UX
S01010216,Springburn East and Cowlairs - 03,137,204,29,369,30,1070,621,427,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 3AR
S01010217,Springburn East and Cowlairs - 04,438,363,544,757,155,78,1025,719,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 3TB
S01010218,Springburn East and Cowlairs - 05,610,746,455,427,84,440,1120,822,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6BT
S01010219,Cowlairs and Port Dundas - 01,3082,3009,2786,4035,NA,6614.5,372,271,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1RR
S01010220,Cowlairs and Port Dundas - 02,6349,6434,6601,6867,17,2038,529,485,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G4 9TD
S01010221,Cowlairs and Port Dundas - 03,111,191,149,28,28,1410,676,454,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1HS
S01010222,Cowlairs and Port Dundas - 04,1403,1134,1128,1793,42,930,812,583,0.10,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1YL
S01010223,Cowlairs and Port Dundas - 05,491,852,491,108,25,1384,598,413,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1SR
S01010224,Cowlairs and Port Dundas - 06,74,56,159,103,76,428,1007,669,0.09,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 5DD
S01010225,Sighthill - 01,772,1167,569,746,93,164,853,613,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2PR
S01010226,Sighthill - 02,6058,6970.5,6974,4559,NA,6928,0,0,0.24,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,#N/A
S01010227,Sighthill - 03,5098,6970.5,6974,4823,3,6879,0,0,,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 1NL
S01010228,"Roystonhill, Blochairn, and Provanmill - 01",149,176,134,124,54,580,829,519,0.14,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2AL
S01010229,"Roystonhill, Blochairn, and Provanmill - 02",1119,1322,981,580,55,1339,1292,937,0.08,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2TZ
S01010230,"Roystonhill, Blochairn, and Provanmill - 03",107,113,38,173,79,370,987,690,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2QE
S01010231,"Roystonhill, Blochairn, and Provanmill - 04",322,279,314,191,46,963,907,611,0.14,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2NT
S01010232,"Roystonhill, Blochairn, and Provanmill - 05",1435,1847,1624,865,43,1360,1016,727,0.04,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2NS
S01010233,"Roystonhill, Blochairn, and Provanmill - 06",317,310,421,126,33,1483,822,517,0.04,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G21 2HJ
S01010234,Dennistoun North - 01,3864,3839,3759,3185,43,1634,1147,895,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 3AA
S01010235,Dennistoun North - 02,4887,5112,6261,3397,10,5141,1016,840,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2HJ
S01010236,Dennistoun North - 03,3251,3516,2988,2383,21,2876,881,706,0.08,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2EH
S01010237,Dennistoun North - 04,4135,3746,3825,3539,15,2822,616,494,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2QB
S01010238,Dennistoun North - 05,3304,3432,3783,2791,30,1889,883,712,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2QQ
S01010239,Alexandra Parade - 01,1284,991,1608,929,11,4510,833,556,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 3HB
S01010240,Alexandra Parade - 02,3096,3194,2808,2351,15,2985,658,526,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 3BX
S01010241,Alexandra Parade - 03,2173,2484,2586,1298,47,1361,1112,847,0.08,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 3LS
S01010242,Carntyne West and Haghill - 01,832,1265,879,439,35,1159,758,606,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2UD
S01010243,Carntyne West and Haghill - 02,1051,1386.5,997,1393,86,288,988,788,0.10,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 3NW
S01010244,Carntyne West and Haghill - 03,1036,1034,1077,1463,54,345,659,472,0.10,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 1LL
S01010245,Carntyne West and Haghill - 04,2,12,7,3,55,515,796,554,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 1HJ
S01010246,Carntyne West and Haghill - 05,453,588.5,493,244,24,2315,824,580,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 3RN
S01010247,Carntyne West and Haghill - 06,1594,1302,1902,926,28,1606,738,465,0.12,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6JW
S01010248,Dennistoun - 01,4715,4645,4518,3954,20,2951,862,703,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2PT
S01010249,Dennistoun - 02,3987,4158,3889,3212,24,1720,661,564,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2RY
S01010250,Dennistoun - 03,4624,5155,5689,4458,37,1217,819,720,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2QR
S01010251,Dennistoun - 04,6262,6082,6147,6550,13,3825,758,660,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2LP
S01010252,Dennistoun - 05,3375,3544,3095,2730,28,1218,620,482,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2LD
S01010253,Dennistoun - 06,166,142,235,66,33,937,639,439,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G31 2DL
S01010254,Gallowgate North and Bellgrove - 01,1602,1538,1962,1003,28,2605,1078,745,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 1AN
S01010255,Gallowgate North and Bellgrove - 02,521,324,521,480,26,1860,757,531,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 1JT
S01010256,Gallowgate North and Bellgrove - 03,499,728,279,300,23,2496,854,613,0.07,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 1RP
S01010257,Gallowgate North and Bellgrove - 04,2447,4534,3537,2205,76,1275,1732,1633,0.20,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G1 1QA
S01010258,Gallowgate North and Bellgrove - 05,6154,6964,6966,6976,18,5135,1826,1770,0.82,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G4 0TH
S01010259,City Centre East - 01,1974,2645,1970,1824,33,2914,1401,1182,0.06,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 0NS
S01010260,City Centre East - 02,3795,5151,4694,4866,167,579,2544,2361,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G1 1QU
S01010261,City Centre East - 03,3652,4316,4436,3390,56,2779,2269,2014,0.17,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G90 8BP
S01010262,City Centre East - 04,289,274,308,182,223,22,868,576,0.06,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G31 2AA
S01010263,City Centre East - 05,4661,6056,5827,5868,52,464,713,651,0.03,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G1 1LF
S01010264,City Centre East - 06,1378,3696,2422,3178,253,20,913,836,0.02,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G1 1DX
S01010265,City Centre East - 07,5543,6960,6962,6971,130,137,1107,1038,0.29,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G1 3DS
S01010266,City Centre West - 01,3857,4862,5920,5572,91,93,669,555,0.03,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 6UQ
S01010267,City Centre West - 02,3418,5424,2883,5542,204,40,1039,988,0.38,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G2 4PG
S01010268,City Centre West - 03,4037,4207,3708,3421,28,1950,843,731,0.11,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 6PQ
S01010269,City Centre West - 04,3853,4180,4176,3715,28,1107,589,509,0.01,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9LJ
S01010270,City Centre West - 05,458,713,369,253,103,369,1286,928,0.06,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 0SN
S01010271,City Centre West - 06,2384,3318.5,3539,2792,295,14,800,672,0.10,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G2 4AF
S01010272,City Centre South - 01,1014,1642,970,1269,95,497,1342,1076,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G2 7JS
S01010273,City Centre South - 02,5008,6411,6220,6939,117,86,800,742,0.28,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G2 8DU
S01010274,City Centre South - 03,4193,6741,6529,6585,599,3,697,623,0.01,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G1 3AN
S01010275,City Centre South - 04,5039,6618,6255,6231,1159,1,932,871,0.29,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G2 7ED
S01010276,Anderston - 01,5996,6951,6891,6920,35,2421,1255,1050,0.05,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8HA
S01010277,Anderston - 02,892,1023,796,731,21,1911,623,420,0.05,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8GP
S01010278,Anderston - 03,1310,891,1407,1263,11,3706,612,429,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8DX
S01010279,Anderston - 04,1781,1956,1459,987,25,1649,672,550,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8XZ
S01010280,Anderston - 05,4720,4718,4492,4468,37,1642,992,863,0.02,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 7PL
S01010281,Anderston - 06,5505,5173,4864,6321,27,2427,971,840,0.00,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 7AA
S01010282,Finnieston and Kelvinhaugh - 01,1669,1949,1413,1112,22,3123,1006,852,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8TN
S01010283,Finnieston and Kelvinhaugh - 02,4593,5185.5,6053,4634,75,193,727,621,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8ET
S01010284,Finnieston and Kelvinhaugh - 03,6139,6452,6364,6070,51,3240,2429,2342,0.16,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8QP
S01010285,Finnieston and Kelvinhaugh - 04,3247,3356,3108,2955,34,1341,799,669,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 7HQ
S01010286,Finnieston and Kelvinhaugh - 05,6456,6717,6828,6895,21,5368,2420,2308,0.12,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 8NU
S01010287,Finnieston and Kelvinhaugh - 06,5970,6026,5854,5820,43,1201,946,831,0.08,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 7TX
S01010288,Finnieston and Kelvinhaugh - 07,6666,6363,6581,6849,30,2538,1130,1019,0.12,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 7LD
S01010289,Woodlands - 01,6773,6853,6665,6822,27,2454,982,813,0.12,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 7JS
S01010290,Woodlands - 02,3798,3917,4002,2860,20,2052,625,547,0.01,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 6NA
S01010291,Woodlands - 03,5035,4672,4581,4190,29,2858,1209,1051,0.19,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9HJ
S01010292,Woodlands - 04,6447,6184,6460,6590,15,4360,1078,944,0.18,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9HT
S01010293,Woodlands - 05,4526,3663,4702,3780,11,4865,969,829,0.17,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 6LQ
S01010294,Woodlands - 06,6013,5465.5,6499.5,6148,14,3519,731,629,0.28,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9DN
S01010295,Woodlands - 07,5380,4925,5569,5934,29,2497,1077,947,0.20,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9AJ
S01010296,Woodlands - 08,1998,1962,2315,2222,38,859,703,559,0.01,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G3 6DR
S01010297,Woodside - 01,1082,1432,577,873,97,275,1096,829,0.13,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9HL
S01010298,Woodside - 02,1482,1310,1437,752,25,2286,853,626,0.02,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G4 9EJ
S01010299,Woodside - 03,1076,803.5,805,813,12,3253,573,387,0.14,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 7UW
S01010300,Woodside - 04,1589,1868,2066,721,42,1437,1025,743,0.04,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 6UN
S01010301,Firhill - 01,5031,4632,4682,5469,19,2192,627,507,0.02,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 7NG
S01010302,Firhill - 02,1309,1045,1105.5,1730,22,2521,822,539,0.02,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 7NW
S01010303,Firhill - 03,1383,1038,1243,2496,28,1253,632,414,0.09,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 7NS
S01010304,Firhill - 04,308,750,419,77,39,952,764,569,0.05,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 7JL
S01010305,Firhill - 05,1210,1036,1247,640,45,831,822,614,0.08,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 6RN
S01010306,Firhill - 06,4323,4377.5,3794,3999,35,1304,809,700,0.03,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 6HR
S01010307,Firhill - 07,6132,5530,5911,6465,29,1901,857,716,0.03,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 6RT
S01010308,Firhill - 08,4985,4617,4486,4568,25,2758,1006,833,0.06,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 6NS
S01010309,Keppochhill - 01,953,1000,1333,1248,9,2385,318,190,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 5QY
S01010310,Keppochhill - 02,555,759,428,425,34,1100,713,516,0.10,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 5PR
S01010311,Keppochhill - 03,207,313,349,150,90,154,812,572,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 5JN
S01010312,Keppochhill - 04,29,19,20,8,48,706,814,535,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6BZ
S01010313,Keppochhill - 05,147,131,116,79,21,1656,566,394,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 5QT
S01010314,Keppochhill - 06,945,1397.5,1117,610,83,1020,1682,1302,0.03,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 7DS
S01010315,Ruchill - 01,1952,1402,2425,2176,17,3491,879,623,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9QU
S01010316,Ruchill - 02,222,297,212,203,40,708,680,496,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9RA
S01010317,Ruchill - 03,3412,3590,3598,2373,48,999,962,803,0.03,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 8NZ
S01010318,Ruchill - 04,2398,3175,3218,2317,44,2283,1500,1291,0.05,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G20 9TW
S01010319,Ruchill - 05,2717,3494,3065,3161,46,772,815,669,0.09,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9TD
S01010320,Ruchill - 06,1348,2115,1248,1699,52,525,759,623,0.04,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 8TH
S01010321,Ruchill - 07,1429,1537,1908,659,108,120,879,610,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9RJ
S01010322,Ruchill - 08,5999,5942,5502.5,5382,29,2515,1082,849,0.09,S12000049,Glasgow City,S16000117,Glasgow Kelvin,G12 0SS
S01010323,Possil Park - 01,11,2,6,1,56,291,644,402,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 5SJ
S01010324,Possil Park - 02,426,437,627,198,47,825,858,546,0.01,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7SB
S01010325,Possil Park - 03,362,254,497,251,20,3151,923,542,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6LT
S01010326,Possil Park - 04,21,68,54,33,120,134,1009,720,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9ND
S01010327,Possil Park - 05,839,1284,1140,165,36,1512,906,632,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9JQ
S01010328,Possil Park - 06,1898,2103,2499,1167,63,738,1090,727,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6EW
S01010329,Possil Park - 07,1672,1686,1718,2097,12,3351,592,365,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 9HH
S01010330,Milton West - 01,57,89,138,82,33,1027,671,422,0.01,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7RD
S01010331,Milton West - 02,143,135,129,181,36,1441,880,526,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6ND
S01010332,Milton West - 03,53,64,233,63,70,199,694,437,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7DF
S01010333,Milton West - 04,334,373,340,195,63,648,1023,675,0.08,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6PP
S01010334,Milton West - 05,1495,1356,1646,1341,30,2436,1082,702,0.09,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 6PW
S01010335,Milton East - 01,375,364,612,153,27,1905,799,473,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7AW
S01010336,Milton East - 02,71,215,50,68,32,892,606,430,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7HB
S01010337,Milton East - 03,259,230,351,130,18,1989,550,343,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7JP
